,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,household_per_room,bedrooms_per_room,household_per_population,total_income
20,-122.27,37.85,40.0,751.0,184.0,409.0,166.0,1.3578,147500.0,0,0,0,1,0,0.2210386151797603,0.24500665778961384,0.4058679706601467,225.39479999999998
21,-122.27,37.85,42.0,1639.0,367.0,929.0,366.0,1.7135,159800.0,0,0,0,1,0,0.22330689444783405,0.2239170225747407,0.3939720129171152,627.141
22,-122.27,37.84,52.0,2436.0,541.0,1015.0,478.0,1.725,113900.0,0,0,0,1,0,0.1962233169129721,0.22208538587848933,0.470935960591133,824.5500000000001
23,-122.27,37.84,52.0,1688.0,337.0,853.0,325.0,2.1806,99700.0,0,0,0,1,0,0.19253554502369669,0.19964454976303317,0.3810082063305979,708.695
24,-122.27,37.84,52.0,2224.0,437.0,1006.0,422.0,2.6,132600.0,0,0,0,1,0,0.18974820143884893,0.19649280575539568,0.4194831013916501,1097.2
25,-122.28,37.85,41.0,535.0,123.0,317.0,119.0,2.4038,107500.0,0,0,0,1,0,0.22242990654205608,0.22990654205607478,0.3753943217665615,286.05219999999997
26,-122.28,37.85,49.0,1130.0,244.0,607.0,239.0,2.4597,93800.0,0,0,0,1,0,0.21150442477876105,0.215929203539823,0.39373970345963755,587.8683000000001
27,-122.28,37.85,52.0,1898.0,421.0,1102.0,397.0,1.808,105500.0,0,0,0,1,0,0.20916754478398314,0.22181243414120128,0.3602540834845735,717.7760000000001
28,-122.28,37.84,50.0,2082.0,492.0,1131.0,473.0,1.6424,108900.0,0,0,0,1,0,0.2271853986551393,0.23631123919308358,0.4182139699381079,776.8552000000001
29,-122.28,37.84,52.0,729.0,160.0,395.0,155.0,1.6875,132000.0,0,0,0,1,0,0.21262002743484226,0.2194787379972565,0.3924050632911392,261.5625
30,-122.28,37.84,49.0,1916.0,447.0,863.0,378.0,1.9274,122300.0,0,0,0,1,0,0.19728601252609604,0.23329853862212943,0.4380069524913094,728.5572
31,-122.28,37.84,52.0,2153.0,481.0,1168.0,441.0,1.9615,115200.0,0,0,0,1,0,0.20483046911286576,0.22340919647004182,0.3775684931506849,865.0215000000001
32,-122.27,37.84,48.0,1922.0,409.0,1026.0,335.0,1.7969,110400.0,0,0,0,1,0,0.17429760665972946,0.21279916753381894,0.32651072124756336,601.9615
33,-122.27,37.83,49.0,1655.0,366.0,754.0,329.0,1.375,104900.0,0,0,0,1,0,0.1987915407854985,0.22114803625377644,0.4363395225464191,452.375
34,-122.27,37.83,51.0,2665.0,574.0,1258.0,536.0,2.7303,109700.0,0,0,0,1,0,0.20112570356472795,0.2153846153846154,0.4260731319554849,1463.4408
35,-122.27,37.83,49.0,1215.0,282.0,570.0,264.0,1.4861,97200.0,0,0,0,1,0,0.21728395061728395,0.23209876543209876,0.4631578947368421,392.3304
36,-122.27,37.83,48.0,1798.0,432.0,987.0,374.0,1.0972,104500.0,0,0,0,1,0,0.20800889877641823,0.24026696329254726,0.3789260385005066,410.3528
37,-122.28,37.83,52.0,1511.0,390.0,901.0,403.0,1.4103,103900.0,0,0,0,1,0,0.26671078755790867,0.25810721376571805,0.44728079911209767,568.3509
38,-122.26,37.83,52.0,1470.0,330.0,689.0,309.0,3.48,191400.0,0,0,0,1,0,0.21020408163265306,0.22448979591836735,0.44847605224963716,1075.32
39,-122.26,37.83,52.0,2432.0,715.0,1377.0,696.0,2.5898,176000.0,0,0,0,1,0,0.28618421052631576,0.29399671052631576,0.5054466230936819,1802.5008
40,-122.26,37.83,52.0,1665.0,419.0,946.0,395.0,2.0978,155400.0,0,0,0,1,0,0.23723723723723725,0.25165165165165165,0.4175475687103594,828.631
41,-122.26,37.83,51.0,936.0,311.0,517.0,249.0,1.2852,150000.0,0,0,0,1,0,0.266025641025641,0.33226495726495725,0.4816247582205029,320.0148
42,-122.26,37.84,49.0,713.0,202.0,462.0,189.0,1.025,118800.0,0,0,0,1,0,0.2650771388499299,0.28330995792426367,0.4090909090909091,193.725
43,-122.26,37.84,52.0,950.0,202.0,467.0,198.0,3.9643,188800.0,0,0,0,1,0,0.20842105263157895,0.21263157894736842,0.42398286937901497,784.9314
44,-122.26,37.83,52.0,1443.0,311.0,660.0,292.0,3.0125,184400.0,0,0,0,1,0,0.20235620235620236,0.21552321552321552,0.44242424242424244,879.6500000000001
45,-122.26,37.83,52.0,1656.0,420.0,718.0,382.0,2.6768,182300.0,0,0,0,1,0,0.23067632850241546,0.2536231884057971,0.532033426183844,1022.5376
46,-122.26,37.83,50.0,1125.0,322.0,616.0,304.0,2.026,142500.0,0,0,0,1,0,0.2702222222222222,0.2862222222222222,0.4935064935064935,615.904
47,-122.27,37.82,43.0,1007.0,312.0,558.0,253.0,1.7348,137500.0,0,0,0,1,0,0.2512413108242304,0.3098311817279047,0.45340501792114696,438.90439999999995
48,-122.26,37.82,40.0,624.0,195.0,423.0,160.0,0.9506,187500.0,0,0,0,1,0,0.2564102564102564,0.3125,0.37825059101654845,152.096
49,-122.27,37.82,40.0,946.0,375.0,700.0,352.0,1.775,112500.0,0,0,0,1,0,0.37209302325581395,0.3964059196617336,0.5028571428571429,624.8
50,-122.27,37.82,21.0,896.0,453.0,735.0,438.0,0.9218,171900.0,0,0,0,1,0,0.4888392857142857,0.5055803571428571,0.5959183673469388,403.7484
51,-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045,93800.0,0,0,0,1,0,0.21788008565310493,0.24411134903640258,0.3836003770028275,612.3315
52,-122.27,37.82,41.0,3221.0,853.0,1959.0,720.0,1.1108,97500.0,0,0,0,1,0,0.22353306426575598,0.26482458863706926,0.3675344563552833,799.776
53,-122.27,37.82,52.0,1630.0,456.0,1162.0,400.0,1.2475,104200.0,0,0,0,1,0,0.24539877300613497,0.27975460122699386,0.3442340791738382,499.0
54,-122.28,37.82,52.0,1170.0,235.0,701.0,233.0,1.6098,87500.0,0,0,0,1,0,0.19914529914529913,0.20085470085470086,0.33238231098430815,375.0834
55,-122.28,37.82,52.0,945.0,243.0,576.0,220.0,1.4113,83100.0,0,0,0,1,0,0.2328042328042328,0.2571428571428571,0.3819444444444444,310.486
56,-122.28,37.82,52.0,1238.0,288.0,622.0,259.0,1.5057,87500.0,0,0,0,1,0,0.20920840064620355,0.23263327948303716,0.41639871382636656,389.97630000000004
57,-122.28,37.82,52.0,1489.0,335.0,728.0,244.0,0.8172,85300.0,0,0,0,1,0,0.1638683680322364,0.22498321020819342,0.33516483516483514,199.3968
58,-122.28,37.82,52.0,1387.0,341.0,1074.0,304.0,1.2171,80300.0,0,0,0,1,0,0.2191780821917808,0.24585436193222782,0.28305400372439476,369.9984
59,-122.29,37.82,2.0,158.0,43.0,94.0,57.0,2.5625,60000.0,0,0,0,1,0,0.36075949367088606,0.2721518987341772,0.6063829787234043,146.0625
60,-122.29,37.83,52.0,1121.0,211.0,554.0,187.0,3.3929,75700.0,0,0,0,1,0,0.16681534344335414,0.18822479928635147,0.33754512635379064,634.4723
61,-122.29,37.82,49.0,135.0,29.0,86.0,23.0,6.1183,75000.0,0,0,0,1,0,0.17037037037037037,0.21481481481481482,0.26744186046511625,140.7209
62,-122.29,37.81,50.0,760.0,190.0,377.0,122.0,0.9011,86100.0,0,0,0,1,0,0.16052631578947368,0.25,0.32360742705570295,109.9342
63,-122.3,37.81,52.0,1224.0,237.0,521.0,159.0,1.191,76100.0,0,0,0,1,0,0.12990196078431374,0.19362745098039216,0.30518234165067176,189.369
64,-122.3,37.81,48.0,828.0,182.0,392.0,133.0,2.5938,73500.0,0,0,0,1,0,0.1606280193236715,0.21980676328502416,0.3392857142857143,344.9754
65,-122.3,37.81,52.0,1010.0,209.0,604.0,187.0,1.1667,78400.0,0,0,0,1,0,0.18514851485148515,0.20693069306930692,0.30960264900662254,218.17290000000003
66,-122.3,37.81,48.0,1455.0,354.0,788.0,332.0,0.8056,84400.0,0,0,0,1,0,0.2281786941580756,0.24329896907216494,0.4213197969543147,267.4592
67,-122.29,37.8,52.0,1027.0,244.0,492.0,147.0,2.6094,81300.0,0,0,0,1,0,0.14313534566699124,0.23758519961051608,0.29878048780487804,383.5818
68,-122.3,37.81,52.0,572.0,109.0,274.0,82.0,1.8516,85000.0,0,0,0,1,0,0.14335664335664336,0.19055944055944055,0.29927007299270075,151.8312
69,-122.29,37.81,46.0,2801.0,644.0,1823.0,611.0,0.9802,129200.0,0,0,0,1,0,0.21813637986433418,0.22991788646911818,0.3351618211738892,598.9022
70,-122.29,37.81,26.0,768.0,152.0,392.0,127.0,1.7719,82500.0,0,0,0,1,0,0.16536458333333334,0.19791666666666666,0.3239795918367347,225.03130000000002
71,-122.29,37.81,46.0,935.0,297.0,582.0,277.0,0.7286,95200.0,0,0,0,1,0,0.2962566844919786,0.3176470588235294,0.47594501718213056,201.8222
72,-122.29,37.81,49.0,844.0,204.0,560.0,152.0,1.75,75000.0,0,0,0,1,0,0.18009478672985782,0.24170616113744076,0.2714285714285714,266.0
73,-122.29,37.81,46.0,12.0,4.0,18.0,7.0,0.4999,67500.0,0,0,0,1,0,0.5833333333333334,0.3333333333333333,0.3888888888888889,3.4993
74,-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,137500.0,0,0,0,1,0,0.1592814371257485,0.19281437125748502,0.4586206896551724,330.23900000000003
75,-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,177500.0,0,0,0,1,0,0.35489086499595796,0.3734842360549717,0.5761154855643045,405.67990000000003
76,-122.28,37.81,36.0,2914.0,562.0,1236.0,509.0,2.4464,102100.0,0,0,0,1,0,0.17467398764584763,0.1928620452985587,0.41181229773462785,1245.2176000000002
77,-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,108300.0,0,0,0,1,0,0.17149958574979288,0.20132560066280034,0.2871012482662968,229.9977
78,-122.29,37.81,23.0,1745.0,374.0,1054.0,325.0,0.8026,112500.0,0,0,0,1,0,0.18624641833810887,0.21432664756446992,0.3083491461100569,260.84499999999997
79,-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,131300.0,0,0,0,1,0,0.22660818713450293,0.2573099415204678,0.45058139534883723,311.767
80,-122.28,37.81,17.0,924.0,289.0,609.0,289.0,1.5,162500.0,0,0,0,1,0,0.31277056277056275,0.31277056277056275,0.4745484400656814,433.5
81,-122.27,37.81,52.0,210.0,56.0,183.0,56.0,1.1667,112500.0,0,0,0,1,0,0.26666666666666666,0.26666666666666666,0.30601092896174864,65.3352
82,-122.28,37.81,52.0,340.0,97.0,200.0,87.0,1.5208,112500.0,0,0,0,1,0,0.25588235294117645,0.2852941176470588,0.435,132.3096
83,-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,137500.0,0,0,0,1,0,0.4015544041450777,0.42487046632124353,0.4479768786127168,125.1625
84,-122.28,37.81,35.0,948.0,184.0,467.0,169.0,1.8088,118800.0,0,0,0,1,0,0.17827004219409281,0.1940928270042194,0.3618843683083512,305.6872
85,-122.28,37.81,52.0,773.0,143.0,377.0,115.0,2.4083,98200.0,0,0,0,1,0,0.14877102199223805,0.18499353169469598,0.3050397877984085,276.9545
86,-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,118800.0,0,0,0,1,0,0.4318181818181818,0.5125,0.6529209621993127,371.26
87,-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,162500.0,0,0,0,1,0,0.37714285714285717,0.3977142857142857,0.6043956043956044,250.8
88,-122.27,37.8,10.0,105.0,42.0,125.0,39.0,0.9722,137500.0,0,0,0,1,0,0.37142857142857144,0.4,0.312,37.9158
90,-122.27,37.8,16.0,994.0,392.0,800.0,362.0,2.0938,162500.0,0,0,0,1,0,0.3641851106639839,0.39436619718309857,0.4525,757.9556
91,-122.28,37.8,52.0,215.0,87.0,904.0,88.0,0.8668,137500.0,0,0,0,1,0,0.40930232558139534,0.4046511627906977,0.09734513274336283,76.2784
92,-122.28,37.8,52.0,96.0,31.0,191.0,34.0,0.75,162500.0,0,0,0,1,0,0.3541666666666667,0.3229166666666667,0.17801047120418848,25.5
93,-122.27,37.79,27.0,1055.0,347.0,718.0,302.0,2.6354,187500.0,0,0,0,1,0,0.2862559241706161,0.3289099526066351,0.4206128133704735,795.8908
94,-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,179200.0,0,0,0,1,0,0.27230320699708455,0.363265306122449,0.3519216277317257,862.8759
95,-122.26,37.8,36.0,5329.0,1742.0,3469.0,1581.0,2.0096,130000.0,0,0,0,1,0,0.4359166823043723,0.4648151623193845,0.6696454309599308,4668.3008
96,-122.26,37.82,31.0,4596.0,1331.0,2048.0,1180.0,2.8345,183800.0,0,0,0,1,0,0.25674499564838993,0.28959965187119235,0.576171875,3344.7099999999996
97,-122.26,37.81,29.0,335.0,107.0,202.0,91.0,2.0062,125000.0,0,0,0,1,0,0.2716417910447761,0.3194029850746269,0.4504950495049505,182.56420000000003
98,-122.26,37.82,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,170000.0,0,0,0,1,0,0.33948940793047255,0.3449212384573601,0.6175889328063241,1523.125
99,-122.26,37.82,37.0,3633.0,1085.0,1838.0,980.0,2.6104,193100.0,0,0,0,1,0,0.2697495183044316,0.29865125240847784,0.5331882480957563,2558.192
100,-122.25,37.81,29.0,4656.0,1414.0,2304.0,1250.0,2.4912,257800.0,0,0,0,1,0,0.26847079037800686,0.30369415807560135,0.5425347222222222,3114.0
101,-122.25,37.81,28.0,5806.0,1603.0,2563.0,1497.0,3.2177,273400.0,0,0,0,1,0,0.25783672063382707,0.27609369617636925,0.5840811548966055,4816.8969
102,-122.25,37.81,39.0,854.0,242.0,389.0,228.0,3.125,237500.0,0,0,0,1,0,0.26697892271662765,0.28337236533957844,0.5861182519280206,712.5
103,-122.25,37.81,52.0,2155.0,701.0,895.0,613.0,2.5795,350000.0,0,0,0,1,0,0.28445475638051043,0.3252900232018561,0.6849162011173184,1581.2335
104,-122.26,37.81,34.0,5871.0,1742.0,2689.0,1581.0,2.8406,335700.0,0,0,0,1,0,0.30471810594447285,0.3260091977516607,0.665303086649312,5081.8333999999995
105,-122.24,37.82,52.0,1509.0,225.0,674.0,244.0,4.9306,313400.0,0,0,0,1,0,0.16169648774022533,0.14910536779324055,0.3620178041543027,1203.0664
106,-122.24,37.81,52.0,2026.0,482.0,709.0,456.0,3.2727,268500.0,0,0,0,1,0,0.2250740375123396,0.23790720631786771,0.6431593794076164,1492.3512
107,-122.25,37.81,52.0,1758.0,460.0,686.0,422.0,3.1691,259400.0,0,0,0,1,0,0.24004550625711035,0.2616609783845279,0.6151603498542274,1337.3601999999998
108,-122.24,37.82,52.0,3481.0,751.0,1444.0,718.0,3.9,275700.0,0,0,0,1,0,0.20626256822752081,0.21574260270037346,0.49722991689750695,2800.2
109,-122.25,37.82,28.0,3337.0,855.0,1520.0,802.0,3.9063,225000.0,0,0,0,1,0,0.24033563080611328,0.25621816002397363,0.5276315789473685,3132.8525999999997
110,-122.25,37.82,52.0,1424.0,289.0,550.0,253.0,5.0917,262500.0,0,0,0,1,0,0.1776685393258427,0.2029494382022472,0.46,1288.2001
111,-122.25,37.82,32.0,3809.0,1098.0,1806.0,1022.0,2.6429,218500.0,0,0,0,1,0,0.26831189288527174,0.28826463638750327,0.5658914728682171,2701.0438
112,-122.25,37.82,26.0,3959.0,1196.0,1749.0,1217.0,3.0233,255000.0,0,0,0,1,0,0.30740085880272794,0.30209648901237685,0.6958261863922242,3679.3561
113,-122.25,37.83,52.0,2376.0,559.0,939.0,519.0,3.1484,224100.0,0,0,0,1,0,0.21843434343434343,0.23526936026936027,0.5527156549520766,1634.0196
114,-122.25,37.83,35.0,1613.0,428.0,675.0,422.0,3.4722,243100.0,0,0,0,1,0,0.2616243025418475,0.2653440793552387,0.6251851851851852,1465.2684
115,-122.25,37.83,52.0,1279.0,287.0,534.0,291.0,3.1429,231600.0,0,0,0,1,0,0.22752150117279124,0.22439405785770133,0.5449438202247191,914.5839
116,-122.25,37.83,28.0,5022.0,1742.0,2558.0,1581.0,2.4234,218500.0,0,0,0,1,0,0.3307447232178415,0.34846674631620866,0.6493354182955434,4025.2674
117,-122.25,37.83,52.0,4190.0,1105.0,1786.0,1037.0,3.0897,234100.0,0,0,0,1,0,0.24749403341288784,0.2637231503579952,0.5806270996640538,3204.0189
118,-122.23,37.84,50.0,2515.0,399.0,970.0,373.0,5.8596,327600.0,0,0,0,1,0,0.14831013916500993,0.15864811133200796,0.3845360824742268,2185.6308
119,-122.23,37.84,47.0,3175.0,454.0,1098.0,485.0,5.2868,347600.0,0,0,0,1,0,0.15275590551181104,0.14299212598425196,0.44171220400728595,2564.0980000000004
120,-122.24,37.83,41.0,2576.0,406.0,794.0,376.0,5.956,366100.0,0,0,0,1,0,0.14596273291925466,0.15760869565217392,0.473551637279597,2239.456
121,-122.24,37.85,37.0,334.0,54.0,98.0,47.0,4.9643,335000.0,0,0,0,1,0,0.1407185628742515,0.16167664670658682,0.47959183673469385,233.32209999999998
122,-122.23,37.85,52.0,2800.0,411.0,1061.0,403.0,6.3434,373600.0,0,0,0,1,0,0.14392857142857143,0.1467857142857143,0.37983034872761545,2556.3902
123,-122.24,37.84,52.0,3529.0,574.0,1177.0,555.0,5.1773,389500.0,0,0,0,1,0,0.1572683479739303,0.16265230943610087,0.4715378079864061,2873.4015
124,-122.24,37.85,52.0,2612.0,365.0,901.0,367.0,7.2354,391100.0,0,0,0,1,0,0.14050535987748852,0.139739663093415,0.40732519422863483,2655.3918
125,-122.22,37.85,28.0,5287.0,1048.0,2031.0,956.0,5.457,337300.0,0,0,0,1,0,0.18082088140722527,0.1982220540949499,0.4707040866568193,5216.892
126,-122.22,37.84,50.0,2935.0,473.0,1031.0,479.0,7.5,295200.0,0,0,0,1,0,0.16320272572402045,0.16115843270868824,0.46459747817652763,3592.5
127,-122.21,37.84,44.0,3424.0,597.0,1358.0,597.0,6.0194,292300.0,0,0,0,1,0,0.174357476635514,0.174357476635514,0.43961708394698085,3593.5818
128,-122.21,37.83,40.0,4991.0,674.0,1616.0,654.0,7.5544,411500.0,0,0,0,1,0,0.13103586455620117,0.13504307753957123,0.40470297029702973,4940.5776000000005
129,-122.2,37.84,30.0,2211.0,346.0,844.0,343.0,6.0666,311500.0,0,0,0,1,0,0.1551334237901402,0.15649027589326098,0.40639810426540285,2080.8438
130,-122.21,37.84,34.0,3038.0,490.0,1140.0,496.0,7.0548,325900.0,0,0,0,1,0,0.16326530612244897,0.16129032258064516,0.43508771929824563,3499.1808
131,-122.19,37.84,18.0,1617.0,210.0,533.0,194.0,8.9565,392600.0,0,0,0,1,0,0.11997526283240569,0.12987012987012986,0.36397748592870544,2250.7298
132,-122.2,37.84,35.0,2865.0,460.0,1072.0,443.0,7.4882,319300.0,0,0,0,1,0,0.15462478184991274,0.16055846422338568,0.41324626865671643,3317.2726
133,-122.21,37.83,34.0,5065.0,788.0,1627.0,766.0,6.8976,333300.0,0,0,0,1,0,0.1512339585389931,0.15557749259624876,0.47080516287645974,5283.5616
134,-122.19,37.83,28.0,1326.0,184.0,463.0,190.0,8.2049,335200.0,0,0,0,1,0,0.14328808446455504,0.138763197586727,0.4103671706263499,1558.931
135,-122.2,37.83,26.0,1589.0,223.0,542.0,211.0,8.401,351200.0,0,0,0,1,0,0.13278791692888608,0.14033983637507866,0.3892988929889299,1772.6109999999999
136,-122.19,37.83,29.0,1791.0,271.0,661.0,269.0,6.8538,368900.0,0,0,0,1,0,0.15019542155220547,0.15131211613623674,0.4069591527987897,1843.6722
137,-122.19,37.82,32.0,1835.0,264.0,635.0,263.0,8.317,365900.0,0,0,0,1,0,0.14332425068119892,0.1438692098092643,0.4141732283464567,2187.371
138,-122.2,37.82,37.0,1229.0,181.0,420.0,176.0,7.0175,366700.0,0,0,0,1,0,0.14320585842148087,0.14727420667209112,0.41904761904761906,1235.08
139,-122.2,37.82,39.0,3770.0,534.0,1265.0,500.0,6.3302,362800.0,0,0,0,1,0,0.13262599469496023,0.14164456233421752,0.3952569169960474,3165.1
140,-122.18,37.81,30.0,292.0,38.0,126.0,52.0,6.3624,483300.0,0,0,0,1,0,0.1780821917808219,0.13013698630136986,0.4126984126984127,330.8448
141,-122.21,37.82,52.0,2375.0,333.0,813.0,350.0,7.0549,331400.0,0,0,0,1,0,0.14736842105263157,0.14021052631578948,0.43050430504305043,2469.215
142,-122.2,37.81,45.0,2964.0,436.0,1067.0,426.0,6.7851,323500.0,0,0,0,1,0,0.1437246963562753,0.14709851551956815,0.3992502343017807,2890.4526
143,-122.21,37.8,50.0,2833.0,605.0,1260.0,552.0,2.8929,216700.0,0,0,0,1,0,0.19484645252382632,0.21355453582774445,0.4380952380952381,1596.8808
144,-122.21,37.8,38.0,2254.0,535.0,951.0,487.0,3.0812,233100.0,0,0,0,1,0,0.2160603371783496,0.23735581188997337,0.5120925341745531,1500.5444
145,-122.21,37.81,52.0,1389.0,212.0,510.0,224.0,5.2402,296400.0,0,0,0,1,0,0.16126709863210942,0.15262778977681785,0.4392156862745098,1173.8048
146,-122.22,37.81,52.0,1971.0,335.0,765.0,308.0,6.5217,273700.0,0,0,0,1,0,0.15626585489599187,0.16996448503297817,0.40261437908496733,2008.6836
147,-122.22,37.8,52.0,2183.0,465.0,1129.0,460.0,3.2632,227700.0,0,0,0,1,0,0.21071919377004122,0.21300961978928082,0.40744021257750224,1501.072
148,-122.22,37.8,52.0,2286.0,464.0,1073.0,441.0,3.0298,199600.0,0,0,0,1,0,0.19291338582677164,0.20297462817147857,0.4109972041006524,1336.1417999999999
149,-122.22,37.8,52.0,2721.0,541.0,1185.0,515.0,4.5428,239800.0,0,0,0,1,0,0.189268651231165,0.1988239617787578,0.4345991561181435,2339.542
150,-122.22,37.81,52.0,2024.0,339.0,756.0,340.0,4.072,270100.0,0,0,0,1,0,0.16798418972332016,0.1674901185770751,0.4497354497354497,1384.48
151,-122.22,37.81,52.0,2944.0,536.0,1034.0,521.0,5.3509,302100.0,0,0,0,1,0,0.17697010869565216,0.18206521739130435,0.5038684719535783,2787.8189
152,-122.23,37.8,52.0,2033.0,486.0,787.0,459.0,3.1603,269500.0,0,0,0,1,0,0.22577471716674866,0.23905558288243975,0.5832274459974587,1450.5777
153,-122.23,37.81,52.0,1433.0,229.0,612.0,213.0,4.7708,314700.0,0,0,0,1,0,0.14863921842288905,0.159804605722261,0.3480392156862745,1016.1804000000001
154,-122.22,37.81,52.0,2927.0,402.0,1021.0,380.0,8.1564,390100.0,0,0,0,1,0,0.12982576016399044,0.13734198838401093,0.3721841332027424,3099.432
155,-122.23,37.81,52.0,2315.0,292.0,861.0,258.0,8.8793,410300.0,0,0,0,1,0,0.11144708423326134,0.126133909287257,0.29965156794425085,2290.8594000000003
156,-122.24,37.81,52.0,2485.0,313.0,953.0,327.0,6.8591,352400.0,0,0,0,1,0,0.13158953722334005,0.12595573440643862,0.34312696747114374,2242.9257
157,-122.24,37.81,52.0,1490.0,238.0,634.0,256.0,6.0302,287300.0,0,0,0,1,0,0.17181208053691274,0.1597315436241611,0.4037854889589905,1543.7312
158,-122.23,37.81,52.0,2814.0,365.0,878.0,352.0,7.508,348700.0,0,0,0,1,0,0.12508884150675195,0.1297085998578536,0.4009111617312073,2642.816
159,-122.24,37.81,52.0,2093.0,550.0,918.0,483.0,2.7477,243800.0,0,0,0,1,0,0.23076923076923078,0.26278069756330624,0.5261437908496732,1327.1391
160,-122.24,37.8,52.0,888.0,168.0,360.0,175.0,2.1944,211500.0,0,0,0,1,0,0.19707207207207209,0.1891891891891892,0.4861111111111111,384.02
161,-122.25,37.8,52.0,2087.0,510.0,1197.0,488.0,3.0149,218400.0,0,0,0,1,0,0.2338284619070436,0.24436990896023,0.4076858813700919,1471.2712
162,-122.24,37.81,52.0,2513.0,502.0,1048.0,518.0,3.675,269900.0,0,0,0,1,0,0.20612813370473537,0.19976124154397135,0.49427480916030536,1903.6499999999999
