,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,household_per_room,bedrooms_per_room,household_per_population,total_income
16514,-121.22,37.8,28.0,2608.0,576.0,1719.0,554.0,2.1186,94400.0,0,1,0,0,0,0.21242331288343558,0.22085889570552147,0.3222803955788249,1173.7043999999999
16515,-121.22,37.8,37.0,1038.0,222.0,521.0,211.0,2.125,91900.0,0,1,0,0,0,0.20327552986512523,0.2138728323699422,0.4049904030710173,448.375
16516,-121.21,37.81,18.0,2404.0,498.0,1531.0,506.0,2.995,124300.0,0,1,0,0,0,0.21048252911813645,0.20715474209650583,0.33050293925538865,1515.47
16517,-121.21,37.8,31.0,699.0,186.0,460.0,170.0,2.7443,94200.0,0,1,0,0,0,0.24320457796852646,0.26609442060085836,0.3695652173913043,466.531
16518,-121.21,37.8,44.0,300.0,72.0,160.0,73.0,2.1786,120800.0,0,1,0,0,0,0.24333333333333335,0.24,0.45625,159.0378
16519,-121.21,37.8,45.0,370.0,84.0,167.0,70.0,1.4853,101800.0,0,1,0,0,0,0.1891891891891892,0.22702702702702704,0.41916167664670656,103.971
16520,-121.21,37.79,33.0,811.0,185.0,446.0,198.0,1.6724,96900.0,0,1,0,0,0,0.2441430332922318,0.2281134401972873,0.4439461883408072,331.1352
16521,-121.21,37.8,33.0,1862.0,429.0,971.0,389.0,2.6053,99200.0,0,1,0,0,0,0.20891514500537056,0.23039742212674544,0.40061791967044286,1013.4617000000001
16522,-121.21,37.81,8.0,1883.0,298.0,999.0,301.0,5.193,172100.0,0,1,0,0,0,0.15985130111524162,0.15825809877854488,0.3013013013013013,1563.0929999999998
16523,-121.2,37.8,28.0,3264.0,576.0,1512.0,567.0,3.7546,135300.0,0,1,0,0,0,0.17371323529411764,0.17647058823529413,0.375,2128.8582
16524,-121.2,37.8,24.0,1698.0,344.0,927.0,313.0,3.5625,130800.0,0,1,0,0,0,0.18433451118963487,0.20259128386336867,0.3376483279395901,1115.0625
16525,-121.2,37.79,36.0,866.0,160.0,502.0,149.0,2.4798,101500.0,0,1,0,0,0,0.1720554272517321,0.18475750577367206,0.2968127490039841,369.4902
16526,-121.2,37.8,37.0,311.0,61.0,171.0,54.0,4.0972,101800.0,0,1,0,0,0,0.17363344051446947,0.19614147909967847,0.3157894736842105,221.2488
16527,-121.21,37.81,12.0,3667.0,640.0,2173.0,652.0,5.0369,163900.0,0,1,0,0,0,0.1778020179983638,0.1745295882192528,0.3000460193281178,3284.0588000000002
16528,-121.17,37.88,22.0,1283.0,256.0,3082.0,239.0,3.5365,111800.0,0,1,0,0,0,0.186282151208106,0.1995323460639127,0.07754704737183647,845.2235000000001
16529,-121.17,37.82,35.0,2506.0,406.0,1316.0,398.0,3.8472,197600.0,0,1,0,0,0,0.15881883479648842,0.16201117318435754,0.30243161094224924,1531.1856
16530,-121.2,37.83,18.0,3415.0,580.0,1912.0,562.0,4.4423,161400.0,0,1,0,0,0,0.16456808199121523,0.1698389458272328,0.2939330543933054,2496.5726000000004
16531,-121.2,37.81,26.0,395.0,74.0,193.0,72.0,7.3718,212500.0,0,1,0,0,0,0.18227848101265823,0.18734177215189873,0.37305699481865284,530.7696000000001
16532,-121.19,37.81,8.0,4019.0,857.0,1959.0,782.0,2.7321,175000.0,0,1,0,0,0,0.19457576511570043,0.21323712366260264,0.3991832567636549,2136.5022
16533,-121.18,37.79,16.0,1326.0,286.0,509.0,297.0,1.9464,112500.0,0,1,0,0,0,0.2239819004524887,0.21568627450980393,0.5834970530451866,578.0808
16534,-121.2,37.78,4.0,58.0,29.0,79.0,29.0,3.375,106300.0,0,1,0,0,0,0.5,0.5,0.3670886075949367,97.875
16535,-121.23,37.78,20.0,273.0,49.0,149.0,49.0,4.8229,158300.0,0,1,0,0,0,0.1794871794871795,0.1794871794871795,0.3288590604026846,236.32209999999998
16536,-121.24,37.79,7.0,5151.0,867.0,2553.0,805.0,4.075,195000.0,0,1,0,0,0,0.15628033391574453,0.16831683168316833,0.3153153153153153,3280.375
16537,-121.27,37.79,16.0,1853.0,390.0,1013.0,362.0,2.7083,173900.0,0,1,0,0,0,0.19535887749595252,0.2104695089044792,0.35735439289239884,980.4046
16538,-121.22,37.8,13.0,335.0,89.0,247.0,77.0,1.6111,74100.0,0,1,0,0,0,0.2298507462686567,0.2656716417910448,0.3117408906882591,124.0547
16539,-121.22,37.79,36.0,1052.0,221.0,712.0,212.0,1.7228,105000.0,0,1,0,0,0,0.20152091254752852,0.21007604562737642,0.29775280898876405,365.2336
16540,-121.22,37.79,38.0,2152.0,451.0,1320.0,457.0,2.5025,101900.0,0,1,0,0,0,0.21236059479553904,0.2095724907063197,0.3462121212121212,1143.6425
16541,-121.23,37.79,21.0,1922.0,373.0,1130.0,372.0,4.0815,117900.0,0,1,0,0,0,0.1935483870967742,0.19406867845993755,0.3292035398230089,1518.318
16542,-121.22,37.79,5.0,3107.0,477.0,1549.0,443.0,4.4766,169400.0,0,1,0,0,0,0.14258126810428065,0.1535242999678146,0.2859909619109103,1983.1338
16543,-121.23,37.79,23.0,1985.0,424.0,1198.0,389.0,2.7734,116800.0,0,1,0,0,0,0.1959697732997481,0.2136020151133501,0.32470784641068445,1078.8526
16544,-121.23,37.8,11.0,2451.0,665.0,1155.0,533.0,2.2254,130800.0,0,1,0,0,0,0.2174622603019176,0.2713178294573643,0.4614718614718615,1186.1382
16545,-121.24,37.81,6.0,3883.0,800.0,2319.0,787.0,3.5595,161000.0,0,1,0,0,0,0.20267834148853978,0.20602626834921453,0.339370418283743,2801.3265
16546,-121.23,37.81,15.0,2906.0,537.0,1886.0,557.0,4.2431,137100.0,0,1,0,0,0,0.1916724019270475,0.18479008947006195,0.2953340402969247,2363.4067
16547,-121.22,37.81,20.0,1811.0,352.0,1191.0,327.0,4.0125,121500.0,0,1,0,0,0,0.18056322473771397,0.1943677526228603,0.27455919395465994,1312.0875
16548,-121.22,37.82,13.0,4452.0,949.0,2740.0,937.0,3.1964,141500.0,0,1,0,0,0,0.21046720575022462,0.21316262353998203,0.34197080291970805,2995.0268
16549,-121.23,37.81,16.0,2085.0,342.0,1236.0,345.0,5.5591,149300.0,0,1,0,0,0,0.16546762589928057,0.16402877697841728,0.279126213592233,1917.8895
16550,-121.23,37.82,8.0,1289.0,235.0,867.0,239.0,4.6821,138500.0,0,1,0,0,0,0.18541505042668735,0.18231186966640806,0.27566320645905423,1119.0219
16551,-121.23,37.82,14.0,1847.0,325.0,1030.0,309.0,4.9271,155300.0,0,1,0,0,0,0.1672983216025988,0.17596101786681104,0.3,1522.4739000000002
16552,-121.23,37.84,28.0,1347.0,241.0,713.0,225.0,4.0208,155700.0,0,1,0,0,0,0.16703786191536749,0.1789161098737936,0.3155680224403927,904.6800000000001
16553,-121.24,37.82,9.0,6169.0,959.0,3378.0,945.0,5.1047,157900.0,0,1,0,0,0,0.15318528124493436,0.15545469281893337,0.2797513321492007,4823.9415
16554,-121.3,37.85,35.0,1034.0,206.0,604.0,192.0,2.2391,120000.0,0,1,0,0,0,0.18568665377176016,0.19922630560928434,0.31788079470198677,429.9072
16555,-121.31,37.81,36.0,284.0,53.0,130.0,47.0,3.1429,179200.0,0,1,0,0,0,0.16549295774647887,0.18661971830985916,0.36153846153846153,147.7163
16556,-121.29,37.8,6.0,110.0,26.0,69.0,24.0,3.7292,475000.0,0,1,0,0,0,0.21818181818181817,0.23636363636363636,0.34782608695652173,89.5008
16557,-121.27,37.82,26.0,1170.0,238.0,830.0,216.0,2.6458,127500.0,0,1,0,0,0,0.18461538461538463,0.20341880341880342,0.26024096385542167,571.4928
16558,-121.28,37.83,32.0,696.0,151.0,443.0,144.0,2.5156,86300.0,0,1,0,0,0,0.20689655172413793,0.21695402298850575,0.32505643340857787,362.2464
16559,-121.28,37.82,10.0,8866.0,1742.0,4576.0,1581.0,3.65,119400.0,0,1,0,0,0,0.1817490494296578,0.19272134709397068,0.2818871103622578,6106.45
16560,-121.37,37.77,19.0,2610.0,474.0,1290.0,452.0,4.1298,222800.0,0,1,0,0,0,0.1731800766283525,0.18160919540229886,0.35038759689922483,1866.6696000000002
16561,-121.4,37.74,20.0,2706.0,477.0,1236.0,474.0,4.15,322400.0,0,1,0,0,0,0.17516629711751663,0.1762749445676275,0.38349514563106796,1967.1000000000001
16562,-121.43,37.78,24.0,807.0,174.0,585.0,166.0,2.6181,163500.0,0,1,0,0,0,0.2057001239157373,0.21561338289962825,0.28376068376068375,434.6046
16563,-121.48,37.77,19.0,2364.0,373.0,1264.0,390.0,5.0176,274200.0,0,1,0,0,0,0.1649746192893401,0.1577834179357022,0.30854430379746833,1956.864
16564,-121.52,37.75,18.0,1544.0,272.0,825.0,286.0,4.3229,327300.0,0,1,0,0,0,0.18523316062176165,0.17616580310880828,0.3466666666666667,1236.3493999999998
16565,-121.46,37.73,20.0,2039.0,373.0,862.0,330.0,5.1629,222900.0,0,1,0,0,0,0.16184404119666504,0.18293281020107896,0.382830626450116,1703.7569999999998
16566,-121.45,37.72,2.0,2239.0,321.0,766.0,219.0,5.75,240200.0,0,1,0,0,0,0.09781152300133988,0.1433675748101831,0.2859007832898172,1259.25
16567,-121.44,37.7,5.0,1365.0,196.0,591.0,156.0,6.0389,215100.0,0,1,0,0,0,0.11428571428571428,0.14358974358974358,0.2639593908629442,942.0684
16568,-121.42,37.71,7.0,8297.0,1433.0,4189.0,1271.0,4.3696,170700.0,0,1,0,0,0,0.1531878992406894,0.1727130288055924,0.3034137025543089,5553.7616
16569,-121.42,37.76,18.0,5501.0,1051.0,2964.0,1009.0,4.1855,162100.0,0,1,0,0,0,0.18342119614615524,0.1910561716051627,0.34041835357624833,4223.1695
16570,-121.42,37.75,33.0,1999.0,368.0,1061.0,390.0,3.5242,121400.0,0,1,0,0,0,0.1950975487743872,0.18409204602301152,0.36757775683317623,1374.438
16571,-121.42,37.74,45.0,818.0,144.0,340.0,138.0,4.8021,133500.0,0,1,0,0,0,0.1687041564792176,0.17603911980440098,0.40588235294117647,662.6898
16572,-121.42,37.74,38.0,773.0,147.0,320.0,134.0,2.825,152500.0,0,1,0,0,0,0.17335058214747737,0.19016817593790428,0.41875,378.55
16573,-121.42,37.74,35.0,796.0,132.0,313.0,152.0,3.15,153200.0,0,1,0,0,0,0.19095477386934673,0.1658291457286432,0.48562300319488816,478.8
16574,-121.42,37.75,33.0,1329.0,266.0,683.0,233.0,4.3687,128700.0,0,1,0,0,0,0.17531978931527464,0.200150489089541,0.3411420204978038,1017.9070999999999
16575,-121.43,37.75,34.0,1280.0,268.0,754.0,294.0,3.1333,132000.0,0,1,0,0,0,0.2296875,0.209375,0.38992042440318303,921.1902
16576,-121.43,37.75,41.0,1717.0,325.0,855.0,303.0,2.75,127300.0,0,1,0,0,0,0.17647058823529413,0.18928363424577752,0.3543859649122807,833.25
16577,-121.43,37.75,42.0,1207.0,278.0,699.0,279.0,3.3611,117600.0,0,1,0,0,0,0.2311516155758078,0.23032311516155757,0.39914163090128757,937.7469
16578,-121.43,37.74,52.0,876.0,170.0,426.0,179.0,3.0865,119800.0,0,1,0,0,0,0.204337899543379,0.19406392694063926,0.42018779342723006,552.4835
16579,-121.43,37.74,40.0,859.0,196.0,427.0,176.0,3.5789,110400.0,0,1,0,0,0,0.2048894062863795,0.2281722933643772,0.41217798594847777,629.8864
16580,-121.43,37.75,30.0,1912.0,451.0,1065.0,388.0,2.1424,125000.0,0,1,0,0,0,0.20292887029288703,0.23587866108786612,0.3643192488262911,831.2511999999999
16581,-121.43,37.76,7.0,2125.0,508.0,1358.0,464.0,3.6312,147600.0,0,1,0,0,0,0.21835294117647058,0.23905882352941177,0.34167893961708395,1684.8768
16582,-121.44,37.76,5.0,7264.0,1285.0,3670.0,1146.0,5.0443,194800.0,0,1,0,0,0,0.15776431718061673,0.17689977973568283,0.3122615803814714,5780.7678
16583,-121.45,37.75,15.0,3846.0,677.0,2360.0,635.0,4.6173,164800.0,0,1,0,0,0,0.16510660426417056,0.17602704108164327,0.2690677966101695,2931.9855000000002
16584,-121.44,37.74,33.0,1875.0,363.0,970.0,381.0,3.5096,141700.0,0,1,0,0,0,0.2032,0.1936,0.39278350515463917,1337.1576
16585,-121.44,37.75,29.0,918.0,159.0,417.0,166.0,4.2768,151300.0,0,1,0,0,0,0.18082788671023964,0.17320261437908496,0.3980815347721823,709.9488
16586,-121.44,37.75,16.0,2229.0,458.0,1199.0,445.0,3.4821,170600.0,0,1,0,0,0,0.19964109466128308,0.20547330641543293,0.3711426188490409,1549.5345
16587,-121.42,37.74,19.0,1393.0,367.0,915.0,355.0,1.1957,103100.0,0,1,0,0,0,0.2548456568557071,0.26346015793251976,0.3879781420765027,424.4735
16588,-121.43,37.74,52.0,966.0,247.0,589.0,228.0,1.6937,108300.0,0,1,0,0,0,0.2360248447204969,0.2556935817805383,0.3870967741935484,386.1636
16589,-121.43,37.74,52.0,994.0,258.0,623.0,264.0,1.725,111500.0,0,1,0,0,0,0.2655935613682093,0.2595573440643863,0.42375601926163725,455.40000000000003
16590,-121.44,37.74,25.0,456.0,116.0,370.0,106.0,3.1319,112500.0,0,1,0,0,0,0.2324561403508772,0.2543859649122807,0.2864864864864865,331.9814
16591,-121.44,37.73,7.0,8363.0,1314.0,3907.0,1068.0,5.3321,208100.0,0,1,0,0,0,0.12770536888676312,0.15712065048427598,0.2733555157409777,5694.6828
16592,-121.43,37.73,40.0,1718.0,391.0,1312.0,388.0,2.9955,134700.0,0,1,0,0,0,0.22584400465657742,0.22759022118742725,0.29573170731707316,1162.254
16593,-121.42,37.73,2.0,2682.0,393.0,883.0,271.0,5.9934,196700.0,0,1,0,0,0,0.10104399701715137,0.1465324384787472,0.30690826727066817,1624.2114000000001
16594,-121.29,37.72,22.0,1630.0,404.0,4402.0,358.0,1.9792,63000.0,0,1,0,0,0,0.2196319018404908,0.24785276073619633,0.0813266696955929,708.5536000000001
16595,-121.32,37.67,21.0,1494.0,271.0,781.0,255.0,4.3015,250000.0,0,1,0,0,0,0.1706827309236948,0.1813922356091031,0.3265044814340589,1096.8825
16596,-121.47,37.58,14.0,1594.0,292.0,887.0,287.0,4.6625,294000.0,0,1,0,0,0,0.18005018820577165,0.18318695106649938,0.32356257046223225,1338.1374999999998
16597,-120.9,35.69,14.0,5020.0,909.0,2105.0,796.0,3.8158,248700.0,1,0,0,0,0,0.15856573705179283,0.18107569721115538,0.37814726840855106,3037.3768
16598,-120.93,35.76,11.0,8866.0,1698.0,1825.0,756.0,3.23,154300.0,1,0,0,0,0,0.08402800933644548,0.1887295765255085,0.41424657534246573,2441.88
16599,-120.7,35.76,15.0,1914.0,425.0,1130.0,421.0,2.2165,90600.0,1,0,0,0,0,0.2199582027168234,0.2220480668756531,0.37256637168141593,933.1465
16600,-120.69,35.65,14.0,3487.0,889.0,2352.0,796.0,1.6303,144900.0,1,0,0,0,0,0.22827645540579294,0.2549469457986808,0.33843537414965985,1297.7188
16601,-120.69,35.64,38.0,2564.0,546.0,1301.0,481.0,2.0076,114000.0,1,0,0,0,0,0.187597503900156,0.21294851794071762,0.3697156033820138,965.6556
16602,-120.69,35.62,43.0,3044.0,652.0,1456.0,608.0,2.4567,140000.0,1,0,0,0,0,0.19973718791064388,0.21419185282522996,0.4175824175824176,1493.6736
16603,-120.69,35.62,35.0,3451.0,713.0,1550.0,653.0,2.9167,161700.0,1,0,0,0,0,0.1892205157925239,0.2066067806432918,0.42129032258064514,1904.6051
16604,-120.72,35.63,31.0,3476.0,644.0,1476.0,567.0,3.3472,195200.0,1,0,0,0,0,0.16311852704257768,0.1852704257767549,0.38414634146341464,1897.8624
16605,-120.67,35.63,8.0,2690.0,410.0,1085.0,381.0,4.2841,256700.0,1,0,0,0,0,0.141635687732342,0.1524163568773234,0.3511520737327189,1632.2421
16606,-120.67,35.62,6.0,8866.0,1742.0,4576.0,1581.0,3.8661,168100.0,1,0,0,0,0,0.16879255027779952,0.19101651146412083,0.35447822514379623,8339.1777
16607,-120.63,35.59,9.0,5782.0,1184.0,3026.0,1130.0,2.6528,113500.0,1,0,0,0,0,0.19543410584572812,0.20477343479764787,0.3734302709847984,2997.664
16608,-120.64,35.65,9.0,3466.0,673.0,2356.0,619.0,2.9926,158200.0,1,0,0,0,0,0.1785920369301789,0.19417195614541258,0.2627334465195246,1852.4194
16609,-120.47,35.74,9.0,4267.0,785.0,2065.0,691.0,3.7303,162700.0,1,0,0,0,0,0.1619404734005156,0.18397000234356692,0.33462469733656175,2577.6373000000003
16610,-120.29,35.56,15.0,4760.0,871.0,2459.0,734.0,2.811,142100.0,1,0,0,0,0,0.15420168067226891,0.1829831932773109,0.29849532330215534,2063.274
16611,-120.6,35.6,13.0,4461.0,764.0,1795.0,640.0,4.475,206900.0,1,0,0,0,0,0.1434655906747366,0.17126204886796684,0.3565459610027855,2864.0
16612,-121.11,35.52,9.0,6044.0,1222.0,2239.0,972.0,3.24,264600.0,0,0,0,0,1,0.16082064857710127,0.20218398411647914,0.4341223760607414,3149.28
16613,-121.14,35.55,13.0,5383.0,1070.0,1880.0,796.0,3.8019,271200.0,0,0,0,0,1,0.147872933308564,0.19877391788965262,0.42340425531914894,3026.3124
16614,-121.12,35.58,16.0,4109.0,798.0,1298.0,626.0,3.4799,320800.0,0,0,0,0,1,0.15234850328547092,0.19420783645655879,0.48228043143297383,2178.4174000000003
16615,-120.92,35.4,23.0,2059.0,354.0,636.0,278.0,3.6908,278800.0,0,0,0,0,1,0.13501699854298202,0.17192812044681885,0.4371069182389937,1026.0424
16616,-120.85,35.38,27.0,3493.0,909.0,1481.0,666.0,2.3075,184200.0,0,0,0,0,1,0.19066704838247925,0.26023475522473516,0.44969615124915596,1536.795
16617,-120.86,35.39,23.0,1664.0,355.0,629.0,279.0,2.7344,188300.0,0,0,0,0,1,0.16766826923076922,0.21334134615384615,0.4435612082670906,762.8976
16618,-120.86,35.4,21.0,2787.0,641.0,1106.0,501.0,2.7043,186200.0,0,0,0,0,1,0.1797631862217438,0.22999641191245065,0.45298372513562385,1354.8543
16619,-120.87,35.41,16.0,2168.0,444.0,782.0,374.0,3.0187,278100.0,0,0,0,0,1,0.17250922509225092,0.2047970479704797,0.4782608695652174,1128.9938
16620,-120.94,35.42,18.0,3418.0,686.0,970.0,453.0,3.7738,279400.0,0,0,0,0,1,0.13253364540667056,0.20070216500877705,0.4670103092783505,1709.5314
16621,-120.95,35.44,30.0,6346.0,1410.0,1769.0,887.0,2.6864,283600.0,0,0,0,0,1,0.1397730854081311,0.22218720453829183,0.5014132278123233,2382.8368
